Alignment_name	No_of_taxa	Alignment_length	Total_matrix_cells	Undetermined_characters	Missing_percent	No_variable_sites	Proportion_variable_sites	Parsimony_informative_sites	Proportion_parsimony_informative	AT_content	GC_content	A	C	G	T	K	M	R	Y	S	W	B	V	H	D	X	N	O	-	?
Crown_Oz_L58.fasta-gb_NT.fasta	99	930	92070	263	0.286	407	0.438	366	0.394	0.582	0.418	24193	20795	17543	29242	0	0	14	20	0	0	0	0	0	0	0	263	0	0	0
Crown_Oz_L59.fasta-gb_NT.fasta	94	1281	120414	6267	5.205	916	0.715	756	0.59	0.589	0.411	43611	20419	26378	23673	0	0	44	22	0	0	0	0	0	0	0	6267	0	0	0
Crown_Oz_L6.fasta-gb_NT.fasta	99	1335	132165	7629	5.772	945	0.708	788	0.59	0.589	0.411	47084	25502	25651	26185	0	0	61	53	0	0	0	0	0	0	0	7446	0	183	0
Crown_Oz_L60.fasta-gb_NT.fasta	64	1329	85056	2364	2.779	895	0.673	712	0.536	0.613	0.387	30344	15067	16932	20315	0	0	18	16	0	0	0	0	0	0	0	2328	0	36	0
Crown_Oz_L61.fasta-gb_NT.fasta	100	1452	145200	1159	0.798	793	0.546	691	0.476	0.498	0.502	40824	41455	30879	30796	0	0	41	46	0	0	0	0	0	0	0	1159	0	0	0
Crown_Oz_L62.fasta-gb_NT.fasta	73	1239	90447	3958	4.376	770	0.621	586	0.473	0.581	0.419	28659	18183	18069	21528	0	0	25	25	0	0	0	0	0	0	0	3229	0	729	0
Crown_Oz_L63.fasta-gb_NT.fasta	99	1584	156816	6437	4.105	885	0.559	727	0.459	0.607	0.393	50886	33960	25064	40403	0	0	32	34	0	0	0	0	0	0	0	6122	0	315	0
Crown_Oz_L64.fasta-gb_NT.fasta	100	1140	114000	3284	2.881	645	0.566	586	0.514	0.56	0.44	28499	25921	22686	33512	0	0	45	53	0	0	0	0	0	0	0	3284	0	0	0
Crown_Oz_L65.fasta-gb_NT.fasta	67	873	58491	2784	4.76	572	0.655	433	0.496	0.611	0.389	18064	9959	11677	15961	0	0	23	23	0	0	0	0	0	0	0	2436	0	348	0
Crown_Oz_L66.fasta-gb_NT.fasta	101	1608	162408	7456	4.591	1018	0.633	817	0.508	0.568	0.432	50626	37097	29778	37403	0	0	27	21	0	0	0	0	0	0	0	6532	0	924	0
Crown_Oz_L67.fasta-gb_NT.fasta	100	1236	123600	3146	2.545	784	0.634	667	0.54	0.45	0.55	34887	31164	34976	19357	0	0	38	32	0	0	0	0	0	0	0	2426	0	720	0
Crown_Oz_L68.fasta-gb_NT.fasta	72	1563	112536	808	0.718	689	0.441	546	0.349	0.524	0.476	33836	29990	23197	24626	0	0	39	40	0	0	0	0	0	0	0	808	0	0	0
Crown_Oz_L69.fasta-gb_NT.fasta	84	675	56700	2658	4.688	319	0.473	264	0.391	0.518	0.482	15236	12949	13130	12706	0	0	8	13	0	0	0	0	0	0	0	2658	0	0	0
Crown_Oz_L7.fasta-gb_NT.fasta	74	1206	89244	579	0.649	543	0.45	473	0.392	0.546	0.454	22874	20392	19831	25493	0	0	37	38	0	0	0	0	0	0	0	579	0	0	0
Crown_Oz_L70.fasta-gb_NT.fasta	69	1335	92115	6125	6.649	833	0.624	620	0.464	0.555	0.445	23121	19402	18794	24619	0	0	19	35	0	0	0	0	0	0	0	5771	0	354	0
Crown_Oz_L71.fasta-gb_NT.fasta	64	1050	67200	2908	4.327	510	0.486	421	0.401	0.554	0.446	15084	15375	13339	20426	0	0	29	39	0	0	0	0	0	0	0	2908	0	0	0
Crown_Oz_L72.fasta-gb_NT.fasta	94	930	87420	1386	1.585	446	0.48	382	0.411	0.608	0.392	23440	17758	15961	28831	0	0	16	28	0	0	0	0	0	0	0	1386	0	0	0
Crown_Oz_L73.fasta-gb_NT.fasta	65	684	44460	926	2.083	422	0.617	351	0.513	0.593	0.407	14496	9156	8510	11302	0	0	32	38	0	0	0	0	0	0	0	926	0	0	0
Crown_Oz_L74.fasta-gb_NT.fasta	70	1242	86940	4880	5.613	901	0.725	742	0.597	0.613	0.387	29142	15657	16061	21103	0	0	67	30	0	0	0	0	0	0	0	4868	0	12	0
Crown_Oz_L75.fasta-gb_NT.fasta	101	1413	142713	3319	2.326	806	0.57	655	0.464	0.553	0.447	43952	31830	30462	33098	0	0	23	29	0	0	0	0	0	0	0	2113	0	1206	0
Crown_Oz_L76.fasta-gb_NT.fasta	100	1569	156900	513	0.327	759	0.484	572	0.365	0.502	0.498	43953	45702	32078	34606	0	0	19	29	0	0	0	0	0	0	0	513	0	0	0
Crown_Oz_L77.fasta-gb_NT.fasta	100	1575	157500	1432	0.909	615	0.39	478	0.303	0.53	0.47	44955	36935	36418	37693	0	0	23	44	0	0	0	0	0	0	0	1432	0	0	0
Crown_Oz_L78.fasta-gb_NT.fasta	71	807	57297	4308	7.519	521	0.646	330	0.409	0.631	0.369	16170	10490	9065	17218	0	0	16	30	0	0	0	0	0	0	0	3525	0	783	0
Crown_Oz_L79.fasta-gb_NT.fasta	101	1683	169983	2029	1.194	921	0.547	793	0.471	0.594	0.406	58256	36291	31804	41547	0	0	22	34	0	0	0	0	0	0	0	2029	0	0	0
Crown_Oz_L8.fasta-gb_NT.fasta	98	1041	102018	1159	1.136	699	0.671	596	0.573	0.557	0.443	29289	21241	23416	26769	0	0	71	73	0	0	0	0	0	0	0	1159	0	0	0
Crown_Oz_L80.fasta-gb_NT.fasta	101	1578	159378	1076	0.675	844	0.535	684	0.433	0.551	0.449	49233	39556	31466	37940	0	0	58	49	0	0	0	0	0	0	0	1076	0	0	0
Crown_Oz_L81.fasta-gb_NT.fasta	98	1290	126420	7267	5.748	866	0.671	760	0.589	0.549	0.451	37437	28410	25329	27868	0	0	52	57	0	0	0	0	0	0	0	6982	0	285	0
Crown_Oz_L82.fasta-gb_NT.fasta	68	1275	86700	3151	3.634	913	0.716	761	0.597	0.551	0.449	23040	18825	18629	22963	0	0	36	56	0	0	0	0	0	0	0	2725	0	426	0
Crown_Oz_L83.fasta-gb_NT.fasta	100	1557	155700	4314	2.771	877	0.563	762	0.489	0.514	0.486	32798	39129	34611	44717	0	0	53	78	0	0	0	0	0	0	0	4293	0	21	0
Crown_Oz_L84.fasta-gb_NT.fasta	97	960	93120	522	0.561	527	0.549	456	0.475	0.522	0.478	25111	23805	20421	23197	0	0	34	30	0	0	0	0	0	0	0	501	0	21	0
Crown_Oz_L85.fasta-gb_NT.fasta	91	1068	97188	406	0.418	526	0.493	465	0.435	0.566	0.434	26413	19347	22656	28297	0	0	33	36	0	0	0	0	0	0	0	406	0	0	0
Crown_Oz_L86.fasta-gb_NT.fasta	69	933	64377	3499	5.435	697	0.747	606	0.65	0.602	0.398	17715	10559	13625	18921	0	0	27	31	0	0	0	0	0	0	0	3340	0	159	0
Crown_Oz_L87.fasta-gb_NT.fasta	98	1299	127302	1407	1.105	692	0.533	598	0.46	0.564	0.436	36252	24669	30234	34710	0	0	13	17	0	0	0	0	0	0	0	1380	0	27	0
Crown_Oz_L88.fasta-gb_NT.fasta	101	1434	144834	3097	2.138	769	0.536	649	0.453	0.568	0.432	43900	31143	30077	36547	0	0	35	35	0	0	0	0	0	0	0	2758	0	339	0
Crown_Oz_L89.fasta-gb_NT.fasta	99	1044	103356	2295	2.22	548	0.525	474	0.454	0.598	0.402	29682	18603	21980	30719	0	0	32	45	0	0	0	0	0	0	0	2001	0	294	0
Crown_Oz_L9.fasta-gb_NT.fasta	97	543	52671	529	1.004	212	0.39	196	0.361	0.513	0.487	13595	13232	12163	13137	0	0	8	7	0	0	0	0	0	0	0	529	0	0	0
Crown_Oz_L90.fasta-gb_NT.fasta	96	1272	122112	5701	4.669	883	0.694	745	0.586	0.594	0.406	34198	21290	25993	34845	0	0	29	56	0	0	0	0	0	0	0	3442	0	2259	0
Crown_Oz_L91.fasta-gb_NT.fasta	97	1329	128913	4490	3.483	822	0.619	700	0.527	0.517	0.483	35972	27977	31983	28444	0	0	26	21	0	0	0	0	0	0	0	4490	0	0	0
Crown_Oz_L92.fasta-gb_NT.fasta	99	843	83457	2590	3.103	505	0.599	347	0.412	0.539	0.461	25288	17859	19443	18246	0	0	19	12	0	0	0	0	0	0	0	1702	0	888	0
Crown_Oz_L93.fasta-gb_NT.fasta	90	1485	133650	5072	3.795	1004	0.676	810	0.545	0.517	0.483	37767	31793	30276	28643	0	0	42	57	0	0	0	0	0	0	0	4259	0	813	0
Crown_Oz_L94.fasta-gb_NT.fasta	97	816	79152	583	0.737	454	0.556	406	0.498	0.512	0.488	22249	20053	18287	17914	0	0	31	35	0	0	0	0	0	0	0	583	0	0	0
Crown_Oz_L95.fasta-gb_NT.fasta	63	1473	92799	2852	3.073	789	0.536	638	0.433	0.582	0.418	25715	19577	17995	26518	0	0	65	77	0	0	0	0	0	0	0	2021	0	831	0
Crown_Oz_L96.fasta-gb_NT.fasta	91	1521	138411	2723	1.967	888	0.584	716	0.471	0.57	0.43	44057	32583	25704	33260	0	0	47	37	0	0	0	0	0	0	0	2723	0	0	0
Crown_Oz_L97.fasta-gb_NT.fasta	71	1140	80940	4732	5.846	771	0.676	655	0.575	0.576	0.424	24918	16714	15580	18946	0	0	36	14	0	0	0	0	0	0	0	3862	0	870	0
Crown_Oz_L98.fasta-gb_NT.fasta	99	1551	153549	1451	0.945	799	0.515	711	0.458	0.553	0.447	40453	34337	33629	43597	0	0	42	40	0	0	0	0	0	0	0	1451	0	0	0
Crown_Oz_L99.fasta-gb_NT.fasta	71	1245	88395	2989	3.381	342	0.275	244	0.196	0.539	0.461	22404	18802	20565	23593	0	0	18	24	0	0	0	0	0	0	0	2776	0	213	0
