query_id,subject_id,subject_id_name,perc_identity,num_ident_matches,alig_length,mismatches,gap_openings,n_gaps,pos_match,ppos,q_start,q_end,q_len,qcov,qcovhsp,s_start,s_end,s_len,evalue,bit_score,score_raw
Crown_Oz_L233,ENSXETG00000016006|ENSXETG00000016006.5|ENSXETT00000089947;ENSXETT00000066792;ENSXETT00000099721|ENSXETT00000089947.2;ENSXETT00000066792.2;ENSXETT00000099721.2|ranbp2|2|109272679|109315545|109288217|109292786,ranbp2,79.419,328,413,85,0,0,328,79.42,155,567,570,72,72,906,1318,4770,8.50E-99,362,401
Crown_Oz_L202,ENSXETG00000022821|ENSXETG00000022821.5|ENSXETT00000049369;ENSXETT00000090879;ENSXETT00000096317;ENSXETT00000081672;ENSXETT00000074852;ENSXETT00000083824;ENSXETT00000091735;ENSXETT00000103745|ENSXETT00000049369.5;ENSXETT00000090879.2;ENSXETT00000096317.2;ENSXETT00000081672.2;ENSXETT00000074852.2;ENSXETT00000083824.2;ENSXETT00000091735.2;ENSXETT00000103745.2|rasal2|4|99500367|99647742|99639480|99640341,rasal2,100,837,837,0,0,0,837,100,16,852,855,98,98,117,953,1062,0,1510,1674
Crown_Oz_L91,ENSXETG00000002029|ENSXETG00000002029.4|ENSXETT00000122918|ENSXETT00000122918.1|rbm15|2|72275278|72301842|72277178|72281319,rbm15,73.293,977,1333,326,10,30,977,73.29,1,1329,1329,100,100,718,2024,4342,0,783,867
Crown_Oz_L5,ENSXETG00000000072|ENSXETG00000000072.5|ENSXETT00000000136|ENSXETT00000000136.5|rbm15b|4|127337055|127347668|127341409|127347668,rbm15b,94.413,659,698,5,2,34,659,94.41,11,675,678,98,98,1304,2000,6460,0,1106,1226
Crown_Oz_L176,ENSXETG00000001304|ENSXETG00000001304.5|ENSXETT00000109922;ENSXETT00000002794|ENSXETT00000109922.1;ENSXETT00000002794.5|rbm38|9|81264535|81347396|81342788|81343900,rbm38,79.121,504,637,123,2,10,504,79.12,1,627,684,92,92,205,841,1313,1.02E-155,552,611
Crown_Oz_L151,ENSXETG00000021572|ENSXETG00000021572.5|ENSXETT00000046607|ENSXETT00000046607.5|rhov|8|115299075|115308276|115299075|115302089,rhov,78.78,323,410,60,6,27,323,78.78,17,402,402,96,96,123,529,3215,3.70E-95,350,387
Crown_Oz_L198,ENSXETG00000009700|ENSXETG00000009700.6|ENSXETT00000111104;ENSXETT00000108041;ENSXETT00000021366;ENSXETT00000112148;ENSXETT00000076247|ENSXETT00000111104.1;ENSXETT00000108041.1;ENSXETT00000021366.5;ENSXETT00000112148.1;ENSXETT00000076247.2|rin2|5|36950202|37044286|36976878|36977981,rin2,99.452,1089,1095,0,2,6,1089,99.45,1,1089,1089,100,100,103,1197,1304,0,1945,2156
Crown_Oz_L1,ENSXETG00000026794|ENSXETG00000026794.4|ENSXETT00000056261;ENSXETT00000107865;ENSXETT00000111992|ENSXETT00000056261.4;ENSXETT00000107865.1;ENSXETT00000111992.1|rlf|2|89431818|89460010|89431818|89436728,rlf,75.828,985,1299,304,4,10,985,75.83,1,1294,1329,97,97,107,1400,5111,0,920,1019
Crown_Oz_L83,ENSXETG00000017487|ENSXETG00000017487.5|ENSXETT00000037995|ENSXETT00000037995.5|rnf139|6|140379114|140386832|140379114|140381185,rnf139,75.631,1198,1584,351,9,35,1198,75.63,2,1557,1557,99,99,107,1683,2272,0,1109,1229
Crown_Oz_L88,ENSXETG00000000802|ENSXETG00000000802.5|ENSXETT00000001783;ENSXETT00000116091|ENSXETT00000001783.5;ENSXETT00000116091.1|ror2|1|138891675|138979277|138891675|138894324,ror2,76.479,1086,1420,229,17,105,1086,76.48,1,1322,1428,93,93,104,1516,2850,0,1077,1194
Crown_Oz_L44,ENSXETG00000015435|ENSXETG00000015435.6|ENSXETT00000104345;ENSXETT00000079252;ENSXETT00000070763|ENSXETT00000104345.2;ENSXETT00000079252.2;ENSXETT00000070763.2|rreb1|6|88984536|89052765|89043599|89046305,rreb1,76.247,1162,1524,326,7,36,1162,76.25,1,1503,1506,99,99,104,1612,2907,0,1119,1240
Crown_Oz_L64,ENSXETG00000041957|ENSXETG00000041957.1|ENSXETT00000118867|ENSXETT00000118867.1|s1pr1|4|108985981|109062829|109058455|109062813,s1pr1,74.005,837,1131,287,5,7,837,74.01,2,1127,1140,99,99,168,1296,4559,0,699,774
Crown_Oz_L133,ENSXETG00000034855|ENSXETG00000034855.2|ENSXETT00000068010;ENSXETT00000071113|ENSXETT00000068010.2;ENSXETT00000071113.2|sacs|2|156957042|157000503|156988174|157000503,sacs,74.723,1147,1535,294,20,94,1147,74.72,3,1450,1455,99,99,2914,4441,12530,0,1019,1129
Crown_Oz_L134,ENSXETG00000034855|ENSXETG00000034855.2|ENSXETT00000068010;ENSXETT00000071113|ENSXETT00000068010.2;ENSXETT00000071113.2|sacs|2|156957042|157000503|156981433|156982915,sacs,73.803,1079,1462,295,18,88,1079,73.8,1,1382,1398,99,99,100,1553,1683,0,916,1015
Crown_Oz_L191,ENSXETG00000000845|ENSXETG00000000845.5|ENSXETT00000001882;ENSXETT00000081305|ENSXETT00000001882.5;ENSXETT00000081305.2|sall3|6|97776112|97796210|97780598|97783546,sall3,79.077,771,975,184,5,20,771,79.08,329,1287,1287,75,75,5,975,3149,0,835,925
Crown_Oz_L243,ENSXETG00000002939|ENSXETG00000002939.5|ENSXETT00000006432|ENSXETT00000006432.5|scg2|5|125262173|125269180|125262173|125265872,scg2,73.651,696,945,212,19,37,696,73.65,19,942,1104,84,84,1066,1994,3900,3.03E-152,541,599
Crown_Oz_L34,ENSXETG00000018720|ENSXETG00000018720.5|ENSXETT00000097964;ENSXETT00000078005;ENSXETT00000084127;ENSXETT00000076818|ENSXETT00000097964.2;ENSXETT00000078005.2;ENSXETT00000084127.2;ENSXETT00000076818.2|sema6a|1|171339714|171452499|171450602|171452499,sema6a,80.901,970,1199,172,9,57,970,80.9,25,1173,1176,98,98,100,1291,2098,0,1147,1271
Crown_Oz_L156,ENSXETG00000018391|ENSXETG00000018391.6|ENSXETT00000074848;ENSXETT00000095786|ENSXETT00000074848.2;ENSXETT00000095786.2|sema6d|3|103420899|103465558|103462181|103464343,sema6d,85.362,1143,1339,196,0,0,1143,85.36,63,1401,1419,94,94,87,1425,2363,0,1532,1698
Crown_Oz_L188,ENSXETG00000008160|ENSXETG00000008160.5|ENSXETT00000017900|ENSXETT00000017900.5|setbp1|1|207506445|207641670|207528509|207531959,setbp1,80.031,1046,1307,255,2,6,1046,80.03,31,1334,1335,98,98,1208,2511,3651,0,1177,1305
Crown_Oz_L364,ENSXETG00000023876|ENSXETG00000023876.5|ENSXETT00000068337|ENSXETT00000068337.2|setd2|6|12340779|12394551|12352935|12358486,setd2,74.648,583,781,168,12,30,583,74.65,7,779,849,91,91,830,1588,5752,2.47E-139,498,551
Crown_Oz_L109,ENSXETG00000011399|ENSXETG00000011399.7|ENSXETT00000121198|ENSXETT00000121198.1|sh3pxd2a|7|28140515|28337678|28325573|28336179,sh3pxd2a,71.466,1370,1917,404,25,143,1370,71.47,1,1791,1794,99,99,110,2009,10807,0,1023,1134
Crown_Oz_L38,ENSXETG00000030692|ENSXETG00000030692.3|ENSXETT00000107229;ENSXETT00000063487;ENSXETT00000120658;ENSXETT00000106835;ENSXETT00000118947|ENSXETT00000107229.1;ENSXETT00000063487.3;ENSXETT00000120658.1;ENSXETT00000106835.1;ENSXETT00000118947.1|sh3tc2|3|40731791|40792995|40781785|40783488,sh3tc2,70.282,797,1134,235,33,102,797,70.28,1,1054,1164,91,91,568,1679,1904,9.18E-134,480,531
Crown_Oz_L283,ENSXETG00000003796|ENSXETG00000003796.5|ENSXETT00000093463;ENSXETT00000070519|ENSXETT00000093463.2;ENSXETT00000070519.2|shank2|4|14590722|14903698|14592426|14597120,shank2,81.579,465,570,101,2,4,465,81.58,1,568,681,83,83,108,675,4895,1.02E-155,551,610
Crown_Oz_L284,ENSXETG00000003796|ENSXETG00000003796.5|ENSXETT00000086642;ENSXETT00000124108;ENSXETT00000093463;ENSXETT00000070519;ENSXETT00000104722;ENSXETT00000008258;ENSXETT00000034239;ENSXETT00000078539;ENSXETT00000067632;ENSXETT00000078095|ENSXETT00000086642.2;ENSXETT00000124108.1;ENSXETT00000093463.2;ENSXETT00000070519.2;ENSXETT00000104722.2;ENSXETT00000008258.5;ENSXETT00000034239.5;ENSXETT00000078539.2;ENSXETT00000067632.2;ENSXETT00000078095.2|shank2|4|14590722|14903698|14603203|14605615,shank2,94.873,1721,1814,2,19,91,1721,94.87,1,1737,1737,100,100,406,2205,2613,0,2850,3160
Crown_Oz_L174,ENSXETG00000017162|ENSXETG00000017162.5|ENSXETT00000075541|ENSXETT00000075541.2|shmt2|2|139626250|139803184|139746495|139748379,shmt2,82.496,542,657,107,2,8,542,82.5,2,653,729,89,89,210,863,2085,0,667,739
Crown_Oz_L20,ENSXETG00000019941|ENSXETG00000019941.5|ENSXETT00000121704;ENSXETT00000105967;ENSXETT00000043147|ENSXETT00000121704.1;ENSXETT00000105967.1;ENSXETT00000043147.5|shroom3|1|87867323|88101264|88047849|88050777,shroom3,71.535,480,671,161,10,30,480,71.54,62,708,978,66,66,1,665,3129,7.20E-90,333,368
Crown_Oz_L10,ENSXETG00000008090|ENSXETG00000008090.5|ENSXETT00000113516|ENSXETT00000113516.1|siah1|4|74002993|74059169|74056121|74058755,siah1,80.242,597,744,124,8,23,597,80.24,1,728,735,99,99,211,947,2835,0,666,738
Crown_Oz_L9,ENSXETG00000035020|ENSXETG00000035020.2|ENSXETT00000087745;ENSXETT00000068404|ENSXETT00000087745.2;ENSXETT00000068404.2|siah2|5|118283948|118292613|118288551|118290880,siah2,84.375,459,544,74,3,11,459,84.38,4,537,543,98,98,113,655,2530,2.16E-169,597,661
Crown_Oz_L51,ENSXETG00000002406|ENSXETG00000002406.6|ENSXETT00000080845|ENSXETT00000080845.2|sim1|5|81626231|81670423|81669493|81670423,sim1,79.098,579,732,110,12,43,579,79.1,1,699,699,100,100,106,827,1131,8.57E-176,618,684
Crown_Oz_L221,ENSXETG00000021825|ENSXETG00000021825.6|ENSXETT00000072670;ENSXETT00000047192|ENSXETT00000072670.2;ENSXETT00000047192.6|sipa1l1|8|106754296|106884633|106810275|106812052,sipa1l1,76.347,1204,1577,290,22,83,1204,76.35,5,1527,1530,99,99,330,1877,1978,0,1146,1270
Crown_Oz_L445,ENSXETG00000033496|ENSXETG00000033496.3|ENSXETT00000071801|ENSXETT00000071801.2|sipa1l2|5|57732356|57864816|57791500|57793023,sipa1l2,71.842,1018,1417,306,27,93,1018,71.84,68,1473,1521,92,92,294,1628,1724,0,737,817
Crown_Oz_L14,ENSXETG00000009208|ENSXETG00000009208.5|ENSXETT00000020221|ENSXETT00000020221.4|skil|5|111874597|111894245|111890184|111891796,skil,78.565,821,1045,217,4,7,821,78.56,1,1043,1047,99,99,667,1706,1813,0,864,957
Crown_Oz_L98,ENSXETG00000033967|ENSXETG00000033967.3|ENSXETT00000065365|ENSXETT00000065365.3|slc18a3|7|52635155|52638138|52635951|52638138,slc18a3,77.287,1191,1541,341,3,9,1191,77.29,10,1547,1551,99,99,239,1773,2388,0,1199,1329
Crown_Oz_L333,ENSXETG00000011276|ENSXETG00000011276.5|ENSXETT00000094631|ENSXETT00000094631.2|slc22a31|4|58591928|58807755|58660720|58667591,slc22a31,92.915,1036,1115,2,17,77,1036,92.91,3,1053,1056,99,99,105,1206,7072,0,1650,1829
Crown_Oz_L366,ENSXETG00000041999|ENSXETG00000041999.1|ENSXETT00000122567|ENSXETT00000122567.1|slc26a1|1|84156438|84183321|84156438|84158033,slc26a1,99.75,799,801,2,0,0,799,99.75,1,801,801,100,100,128,928,1796,0,1436,1592
Crown_Oz_L39,ENSXETG00000049390|ENSXETG00000049390.1|ENSXETT00000109945|ENSXETT00000109945.1|slc26a2|3|44113592|44128557|44122414|44128557,slc26a2,100,1152,1152,0,0,0,1152,100,1,1152,1155,99,99,107,1258,6344,0,2078,2304
Crown_Oz_L411,ENSXETG00000009012|ENSXETG00000009012.5|ENSXETT00000080821;ENSXETT00000119411;ENSXETT00000113122;ENSXETT00000119513;ENSXETT00000094396|ENSXETT00000080821.2;ENSXETT00000119411.1;ENSXETT00000113122.1;ENSXETT00000119513.1;ENSXETT00000094396.2|slc8a1|5|41015974|41296562|41119401|41121230,slc8a1,83.673,615,735,117,2,3,615,83.67,31,765,768,96,96,267,998,2030,0,779,863
Crown_Oz_L441,ENSXETG00000002790|ENSXETG00000002790.5|ENSXETT00000006101|ENSXETT00000006101.5|slc8a2|8|79935068|79995159|79952938|79954753,slc8a2,80.093,346,432,78,4,8,346,80.09,116,546,546,79,79,282,706,2016,2.48E-105,384,425
Crown_Oz_L145,ENSXETG00000002216|ENSXETG00000002216.5|ENSXETT00000108732;ENSXETT00000087232|ENSXETT00000108732.1;ENSXETT00000087232.2|slc8a3|8|107336338|107478665|107383473|107385463,slc8a3,79.939,1303,1630,273,19,54,1303,79.94,30,1617,1620,98,98,316,1933,2191,0,1440,1596
Crown_Oz_L170,ENSXETG00000032023|ENSXETG00000032023.3|ENSXETT00000060330|ENSXETT00000060330.3|smcr8|9|15936929|15942782|15940277|15942782,smcr8,76.829,567,738,171,0,0,567,76.83,71,808,1401,93,53,323,1060,2706,1.18E-158,563,623
Crown_Oz_L3,ENSXETG00000022022|ENSXETG00000022022.5|ENSXETT00000123662|ENSXETT00000123662.1|snrk|6|50998770|51053410|50998770|51002838,snrk,80.985,937,1157,220,0,0,937,80.99,1,1157,1176,98,98,153,1309,4269,0,1095,1214
Crown_Oz_L143,ENSXETG00000048277|ENSXETG00000048277.1|ENSXETT00000121972|ENSXETT00000121972.1|socs4|8|95522539|95541971|95533129|95541971,socs4,74.444,970,1303,303,13,30,970,74.44,76,1357,1386,92,92,168,1461,9043,0,827,916
Crown_Oz_L144,ENSXETG00000048009|ENSXETG00000048009.1|ENSXETT00000108228|ENSXETT00000108228.1|socs5|5|20052638|20088538|20074633|20088006,socs5,100,702,702,0,0,0,702,100,1,702,705,99,99,1004,1705,13574,0,1267,1404
Crown_Oz_L29,ENSXETG00000001564|ENSXETG00000001564.5|ENSXETT00000003303;ENSXETT00000003305;ENSXETT00000095328|ENSXETT00000003303.4;ENSXETT00000003305.4;ENSXETT00000095328.2|sorbs2|1|44285507|44416635|44392409|44393965,sorbs2,76.731,1197,1560,316,20,47,1197,76.73,45,1576,1599,96,96,97,1637,1757,0,1140,1263
Crown_Oz_L21,ENSXETG00000027401|ENSXETG00000027401.4|ENSXETT00000034141|ENSXETT00000034141.5|sowahb|1|88235817|88240389|88235817|88238770,sowahb,72.444,418,577,120,14,39,418,72.44,761,1310,1314,42,42,449,1013,3154,1.65E-80,303,335
Crown_Oz_L61,ENSXETG00000007429|ENSXETG00000007429.5|ENSXETT00000016169|ENSXETT00000016169.5|sp4|6|39472679|39486366|39474439|39475996,sp4,99.793,1449,1452,0,1,3,1449,99.79,1,1449,1452,99,99,206,1657,1758,0,2604,2887
Crown_Oz_L220,ENSXETG00000043324|ENSXETG00000043324.1|ENSXETT00000106945;ENSXETT00000124387;ENSXETT00000120629|ENSXETT00000106945.1;ENSXETT00000124387.1;ENSXETT00000120629.1|spen|7|131566168|131616858|131573707|131581471,spen,73.596,786,1068,255,6,27,786,73.6,175,1221,1224,86,86,6795,7856,7965,0,655,725
Crown_Oz_L403,ENSXETG00000014743|ENSXETG00000014743.5|ENSXETT00000102983;ENSXETT00000092076;ENSXETT00000106755;ENSXETT00000090360;ENSXETT00000096613;ENSXETT00000087248;ENSXETT00000032307;ENSXETT00000080820;ENSXETT00000076443;ENSXETT00000092575|ENSXETT00000102983.2;ENSXETT00000092076.2;ENSXETT00000106755.1;ENSXETT00000090360.2;ENSXETT00000096613.2;ENSXETT00000087248.2;ENSXETT00000032307.5;ENSXETT00000080820.2;ENSXETT00000076443.2;ENSXETT00000092575.2|srcin1|10|11081038|11297910|11121717|11122549,srcin1,100,816,816,0,0,0,816,100,142,957,960,85,85,104,919,1033,0,1472,1632
Crown_Oz_L211,ENSXETG00000045408|ENSXETG00000045408.1|ENSXETT00000120886;ENSXETT00000117448|ENSXETT00000120886.1;ENSXETT00000117448.1|sstr2|10|31071254|31092925|31084974|31092925,sstr2,77.355,772,998,173,10,53,772,77.35,85,1037,1062,90,90,320,1309,8152,0,789,874
Crown_Oz_L420,ENSXETG00000041907|ENSXETG00000041907.1|ENSXETT00000116661|ENSXETT00000116661.1|sstr4|5|24601964|24608077|24601964|24607456,sstr4,79.964,443,554,108,1,3,443,79.96,82,635,642,86,86,301,851,5693,5.29E-140,499,553
Crown_Oz_L210,ENSXETG00000048473|ENSXETG00000048473.1|ENSXETT00000114160|ENSXETT00000114160.1|sstr5|9|17506734|17533151|17526164|17531404,sstr5,72.043,804,1116,211,19,101,804,72.04,59,1079,1143,89,89,168,1277,5441,4.08E-176,619,686
Crown_Oz_L298,ENSXETG00000016928|ENSXETG00000016928.5|ENSXETT00000094168;ENSXETT00000085258;ENSXETT00000061239|ENSXETT00000094168.2;ENSXETT00000085258.2;ENSXETT00000061239.3|stard13|2|152815200|152978978|152968563|152969944,stard13,71.481,980,1371,268,19,123,980,71.48,3,1268,1272,99,99,109,1461,1582,0,743,823
Crown_Oz_L227,ENSXETG00000034496|ENSXETG00000034496.2|ENSXETT00000098701|ENSXETT00000098701.2|ston1|5|21309091|21321799|21309091|21310957,ston1,72.627,926,1275,302,19,47,926,72.63,142,1379,1383,90,90,701,1965,2067,0,684,758
Crown_Oz_L146,ENSXETG00000038939|ENSXETG00000038939.2|ENSXETT00000067383|ENSXETT00000067383.2|STON2|8|83691371|83744382|83697329|83699113,STON2,70.178,1106,1576,359,29,111,1106,70.18,179,1656,1659,89,89,296,1858,1985,0,706,782
Crown_Oz_L90,ENSXETG00000002609|ENSXETG00000002609.5|ENSXETT00000104136|ENSXETT00000104136.2|svep1|1|115806620|115975782|115942347|115945135,svep1,92.205,1171,1270,7,17,92,1171,92.2,1,1188,1248,95,95,104,1363,2989,0,1856,2058
Crown_Oz_L60,ENSXETG00000012367|ENSXETG00000012367.5|ENSXETT00000027049|ENSXETT00000027049.4|syne1|5|48511833|48756210|48665932|48668092,syne1,95.245,1302,1367,5,15,60,1302,95.25,2,1316,1329,99,99,447,1805,2361,0,2163,2398
Crown_Oz_L404,ENSXETG00000047286|ENSXETG00000047286.1|ENSXETT00000120702|ENSXETT00000120702.1|SYNPO2|1|70710316|70721319|70718422|70721319,SYNPO2,80.548,294,365,68,2,3,294,80.55,85,449,531,69,69,1600,1961,3098,1.10E-90,334,370
Crown_Oz_L103,ENSXETG00000038708|ENSXETG00000038708.2|ENSXETT00000104735;ENSXETT00000092547|ENSXETT00000104735.2;ENSXETT00000092547.2|synpo2l|7|44165061|44210490|44165061|44167690,synpo2l,71.465,849,1188,244,17,95,849,71.46,397,1496,1512,83,73,1249,2429,2830,3.00E-179,631,699
Crown_Oz_L359,ENSXETG00000013417|ENSXETG00000013417.4|ENSXETT00000110010;ENSXETT00000086840;ENSXETT00000121991;ENSXETT00000109732|ENSXETT00000110010.1;ENSXETT00000086840.2;ENSXETT00000121991.1;ENSXETT00000109732.1|tcf20|4|114906510|115050861|114930029|114935412,tcf20,75.916,684,901,204,8,13,684,75.92,2,896,900,99,99,5490,4597,5584,7.51E-178,626,693
Crown_Oz_L286,ENSXETG00000016434|ENSXETG00000016434.5|ENSXETT00000071606;ENSXETT00000087977;ENSXETT00000084599|ENSXETT00000071606.2;ENSXETT00000087977.2;ENSXETT00000084599.2|tenm2|3|33753833|34466320|33761761|33763375,tenm2,96.809,1547,1598,3,17,48,1547,96.81,2,1572,1572,99,99,132,1708,1815,0,2621,2906
Crown_Oz_L42,ENSXETG00000016434|ENSXETG00000016434.5|ENSXETT00000084599;ENSXETT00000071606;ENSXETT00000087977|ENSXETT00000084599.2;ENSXETT00000071606.2;ENSXETT00000087977.2|tenm2|3|33753833|34466320|33796244|33797118,tenm2,82.844,734,886,148,2,4,734,82.84,2,885,885,99,99,93,976,1075,0,911,1010
Crown_Oz_L285,ENSXETG00000015288|ENSXETG00000015288.5|ENSXETT00000078753;ENSXETT00000033455;ENSXETT00000033460|ENSXETT00000078753.2;ENSXETT00000033455.5;ENSXETT00000033460.5|tenm4|2|169196202|170007648|169207593|169209207,tenm4,75.511,1218,1613,344,10,51,1218,75.51,4,1568,1572,99,99,104,1713,1815,0,1132,1255
Crown_Oz_L177,ENSXETG00000030925|ENSXETG00000030925.3|ENSXETT00000064585|ENSXETT00000064585.3|tex2.2|10|51640584|51675654|51661674|51663240,tex2.2,70.727,691,977,201,25,85,691,70.73,6,912,1104,90,82,122,1083,1767,5.14E-124,447,495
Crown_Oz_L205,ENSXETG00000048708|ENSXETG00000048708.1|ENSXETT00000114954;ENSXETT00000120225;ENSXETT00000111999;ENSXETT00000121500;ENSXETT00000113608;ENSXETT00000120120;ENSXETT00000111403|ENSXETT00000114954.1;ENSXETT00000120225.1;ENSXETT00000111999.1;ENSXETT00000121500.1;ENSXETT00000113608.1;ENSXETT00000120120.1;ENSXETT00000111403.1|tiam1|2|15675132|15878488|15826399|15827367,tiam1,73.922,703,951,204,13,44,703,73.92,3,920,924,99,99,108,1047,1169,2.36E-165,583,646
Crown_Oz_L257,ENSXETG00000005873|ENSXETG00000005873.5|ENSXETT00000070281;ENSXETT00000012947|ENSXETT00000070281.2;ENSXETT00000012947.4|tlr3|1|44170585|44220736|44175199|44177030,tlr3,68.911,696,1010,306,7,8,696,68.91,2,1008,1011,99,99,725,1729,2032,1.64E-104,382,423
Crown_Oz_L295,ENSXETG00000030005|ENSXETG00000030005.3|ENSXETT00000064011|ENSXETT00000064011.3|tmem132b|1|159660936|159954252|159660936|159663090,tmem132b,77.154,618,801,142,13,41,618,77.15,34,801,801,96,96,572,1364,2355,5.12E-173,609,675
Crown_Oz_L296,ENSXETG00000022175|ENSXETG00000022175.6|ENSXETT00000101107|ENSXETT00000101107.2|tmem132c|1|159022767|159270846|159022767|159024302,tmem132c,98.934,557,563,0,3,6,557,98.93,2,564,567,99,99,537,1093,1736,0,981,1087
Crown_Oz_L294,ENSXETG00000023736|ENSXETG00000023736.5|ENSXETT00000117912;ENSXETT00000051209;ENSXETT00000078325|ENSXETT00000117912.1;ENSXETT00000051209.5;ENSXETT00000078325.2|tmem132d|1|158333569|158785099|158783658|158785099,tmem132d,75.214,789,1049,248,5,12,789,75.21,78,1121,1122,93,93,235,1276,1642,0,711,788
Crown_Oz_L181,ENSXETG00000019470|ENSXETG00000019470.5|ENSXETT00000070114;ENSXETT00000072284;ENSXETT00000102057;ENSXETT00000103044|ENSXETT00000070114.2;ENSXETT00000072284.2;ENSXETT00000102057.2;ENSXETT00000103044.2|tnrc6c|10|45694233|45771507|45711040|45713565,tnrc6c,78.796,1453,1844,337,12,54,1453,78.8,1,1829,1839,99,99,397,2201,2726,0,1562,1731
Crown_Oz_L330,ENSXETG00000040671|ENSXETG00000040671.2|ENSXETT00000091248|ENSXETT00000091248.2|tril|6|43193974|43196592|43193974|43196592,tril,69.392,628,905,235,9,42,628,69.39,37,905,918,95,95,464,1362,2819,3.49E-106,387,428
Crown_Oz_L331,ENSXETG00000021730|ENSXETG00000021730.5|ENSXETT00000122536|ENSXETT00000122536.1|trim32|8|34060422|34371772|34060891|34064145,trim32,75.709,1122,1482,341,7,19,1122,75.71,2,1469,1536,96,96,570,2046,3455,0,1036,1148
Crown_Oz_L372,ENSXETG00000015833|ENSXETG00000015833.4|ENSXETT00000101171;ENSXETT00000034517;ENSXETT00000034514;ENSXETT00000085421|ENSXETT00000101171.2;ENSXETT00000034517.5;ENSXETT00000034514.4;ENSXETT00000085421.2|trip11|8|87188199|87298844|87265889|87268879,trip11,72.717,669,920,233,6,18,669,72.72,1,911,1500,83,61,1559,2469,3191,3.18E-147,524,580
Crown_Oz_L275,ENSXETG00000031546|ENSXETG00000031546.3|ENSXETT00000104994;ENSXETT00000035973;ENSXETT00000097084;ENSXETT00000084706|ENSXETT00000104994.2;ENSXETT00000035973.5;ENSXETT00000097084.2;ENSXETT00000084706.2|trpm3|1|129947579|130210341|129947579|129949129,trpm3,75.123,1066,1419,299,12,54,1066,75.12,1,1371,1371,100,100,126,1538,1751,0,968,1073
Crown_Oz_L190,ENSXETG00000039942|ENSXETG00000039942.2|ENSXETT00000083273;ENSXETT00000096846|ENSXETT00000083273.2;ENSXETT00000096846.2|tshz1|6|99602119|99666020|99602119|99605713,tshz1,87.264,1432,1641,200,5,9,1432,87.26,1,1638,1641,99,99,1051,2685,3795,0,2003,2221
Crown_Oz_L201,ENSXETG00000017555|ENSXETG00000017555.5|ENSXETT00000106376|ENSXETT00000106376.1|tshz2|10|34660202|34792383|34660202|34667400,tshz2,78.511,833,1061,219,2,9,833,78.51,4,1064,1065,99,99,2077,3128,7399,0,885,981
Crown_Oz_L195,ENSXETG00000016288|ENSXETG00000016288.6|ENSXETT00000121803;ENSXETT00000035548|ENSXETT00000121803.1;ENSXETT00000035548.5|tshz3|4|70173806|70244643|70240957|70244643,tshz3,80.235,1230,1533,288,6,15,1230,80.23,1,1520,1524,99,99,530,2060,3887,0,1394,1545
Crown_Oz_L154,ENSXETG00000000979|ENSXETG00000000979.5|ENSXETT00000079775;ENSXETT00000090825;ENSXETT00000081221;ENSXETT00000002138|ENSXETT00000079775.2;ENSXETT00000090825.2;ENSXETT00000081221.2;ENSXETT00000002138.5|ttbk2|8|105840282|105890561|105880723|105881299,ttbk2,72.69,354,487,99,12,34,354,72.69,33,491,495,93,93,187,667,777,2.24E-67,258,285
Crown_Oz_L292,ENSXETG00000022694|ENSXETG00000022694.5|ENSXETT00000101220;ENSXETT00000074766;ENSXETT00000098914;ENSXETT00000060421;ENSXETT00000049121;ENSXETT00000079188;ENSXETT00000080995|ENSXETT00000101220.2;ENSXETT00000074766.2;ENSXETT00000098914.2;ENSXETT00000060421.3;ENSXETT00000049121.5;ENSXETT00000079188.2;ENSXETT00000080995.2|uhrf1bp1l|3|16489498|16621413|16567775|16569144,uhrf1bp1l,73.744,646,876,218,5,12,646,73.74,7,870,972,89,89,128,1003,1570,1.13E-150,535,593
Crown_Oz_L423,ENSXETG00000023331|ENSXETG00000023331.5|ENSXETT00000050397;ENSXETT00000105891;ENSXETT00000118601;ENSXETT00000123482|ENSXETT00000050397.5;ENSXETT00000105891.1;ENSXETT00000118601.1;ENSXETT00000123482.1|urb2|5|52936900|52955307|52945040|52948367,urb2,66.814,904,1353,419,17,30,904,66.81,67,1407,1434,94,94,161,1495,3528,5.16E-100,367,406
Crown_Oz_L250,ENSXETG00000031896|ENSXETG00000031896.3|ENSXETT00000061289|ENSXETT00000061289.3|usf3|2|3185184|3204588|3187222|3196116,usf3,76.083,878,1154,227,13,49,878,76.08,4,1143,1146,99,99,5221,6339,9095,0,829,919
Crown_Oz_L271,ENSXETG00000031847|ENSXETG00000031847.3|ENSXETT00000064289|ENSXETT00000064289.3|vcpip1|6|119019071|119026519|119023682|119026519,vcpip1,84.435,1443,1709,224,12,42,1443,84.44,1,1671,1671,100,100,610,2314,3038,0,1873,2076
Crown_Oz_L152,ENSXETG00000021575|ENSXETG00000021575.5|ENSXETT00000046616|ENSXETT00000046616.5|vps18|8|115326171|115334271|115329635|115331490,vps18,100,1583,1583,0,0,0,1583,100,2,1584,1587,99,99,113,1695,2056,0,2856,3166
Crown_Oz_L153,ENSXETG00000021575|ENSXETG00000021575.5|ENSXETT00000046616|ENSXETT00000046616.5|vps18|8|115326171|115334271|115332936|115334271,vps18,78.369,442,564,122,0,0,442,78.37,4,567,582,97,97,116,679,1536,2.33E-131,470,520
